,Year,Title,Decision,Abstract
10,2017,Oracle Complexity of Second-Order Methods for Finite-Sum Problems,Oral/Poster,"Finite-sum otimization roblems are ubiquitous in machine learning, and are commonly solved using first-order methods which rely on gradient comutations. Recently, there has been growing interest in \emh{second-order} methods, which rely on both gradients and Hessians. In rincile, second-order methods can require much fewer iterations than first-order methods, and hold the romise for more efficient algorithms. Although comuting and maniulating Hessians is rohibitive for high-dimensional roblems in general, the Hessians of individual functions in finite-sum roblems can often be efficiently comuted, e.g. because they ossess a low-rank structure. Can second-order information indeed be used to solve such roblems more efficiently? In this aer, we rovide evidence that the answer -- erhas surrisingly -- is negative, at least in terms of worst-case guarantees. However, we also discuss what additional assumtions and algorithmic aroaches might otentially circumvent this negative result. 
"
11,2017,Minimax Regret Bounds for Reinforcement Learning,Oral/Poster,"We consider the roblem of rovably otimal exloration in reinforcement learning for finite horizon MDPs.
We show that an otimistic modification to value iteration achieves a regret bound of $\tilde {O}( \sqrt{HSAT} + H^2S^2A+H\sqrt{T})$ where $H$ is the time horizon, $S$ the number of states, $A$ the number of actions and $T$ the number of time-stes.
This result imroves over the best revious known bound $\tilde {O}(HS \sqrt{AT})$ achieved by the UCRL2 algorithm. 
The key significance of our new results is that when  $T\geq H^3S^3A$ and $SA\geq H$, it leads to a regret of $\tilde{O}(\sqrt{HSAT})$ that matches the established lower bound of $\Omega(\sqrt{HSAT})$ u to a logarithmic factor.
Our analysis contain two key insights.
We use careful alication of concentration inequalities to the otimal value function as a whole, rather than to the transitions robabilities (to imrove scaling in $S$), and we use ""exloration bonuses"" built from Bernstein's  inequality, together with using a recursive -Bellman-tye- Law of Total Variance (to imrove scaling in $H$)."
12,2017,Post-Inference Prior Swapping,Oral/Poster,"While Bayesian methods are raised for their ability to incororate useful rior knowledge, in ractice, convenient riors that allow for comutationally chea or tractable inference are commonly used. In this aer, we investigate the following question: for a given model, is it ossible to comute an inference result with any convenient false rior, and afterwards, given any target rior of interest, quickly transform this result into the target osterior? A otential solution is to use imortance samling (IS). However, we demonstrate that IS will fail for many choices of the target rior, deending on its arametric form and similarity to the false rior. Instead, we roose rior swaing, a method that leverages the re-inferred false osterior to efficiently generate accurate osterior samles under arbitrary target riors. Prior swaing lets us aly less-costly inference algorithms to certain models, and incororate new or udated rior information “ost-inference”. We give theoretical guarantees about our method, and demonstrate it emirically on a number of models and riors.
"
13,2017,Online Learning with Local Permutations and Delayed Feedback,Oral/Poster,"We roose an Online Learning with Local Permutations (OLLP) setting, in which the learner is allowed to slightly ermute the \emh{order} of the loss functions generated by an adversary. On one hand, this models natural situations where the exact order of the learner's resonses is not crucial, and on the other hand, might allow better learning and regret erformance, by mitigating highly adversarial loss sequences. Also, with random ermutations, this can be seen as a setting interolating between adversarial and stochastic losses. In this aer, we consider the 
alicability of this setting to convex online learning with delayed feedback, in which the feedback on the rediction made in round $t$ arrives with some delay $\tau$. With such delayed feedback, the best ossible regret bound is well-known to be $O(\sqrt{\tau T})$. We rove that by being able to ermute losses by a distance of at most $M$ (for $M\geq \tau$), the regret can be imroved to $O(\sqrt{T}(1+\sqrt{\tau^2M}))$, using a Mirror-Descent based algorithm which can be alied for both Euclidean and non-Euclidean geometries. We also rove a lower bound, showing that for $M\tau3$, it is imossible to imrove the standard $O(\sqrt{\tau T})$ regret bound by more than constant factors. Finally, we rovide some exeriments validating the erformance of our algorithm."
14,2017,SPLICE: Fully Tractable Hierarchical Extension of ICA with Pooling,Oral/Poster,"We resent a novel robabilistic framework for a hierarchical extension of indeendent comonent analysis (ICA), with a articular motivation in neuroscientific data analysis and modeling. The framework incororates a general subsace ooling with linear ICA-like layers stacked recursively. Unlike related revious models, our generative model is fully tractable: both the likelihood and the osterior estimates of latent variables can readily be comuted with analytically simle formulae. The model is articularly simle in the case of comlex-valued data since the ooling can be reduced to taking the modulus of comlex numbers. Exeriments on electroencehalograhy (EEG) and natural images demonstrate the validity of the method.
"
15,2017,Simultaneous Learning of Trees and Representations for Extreme Classification and Density Estimation,Oral/Poster,"We consider multi-class classification where the redictor has a hierarchical structure that allows for a very large number of labels both at train and test time. The redictive ower of such models can heavily deend on the structure of the tree, and although ast work showed how to learn the tree structure, it exected that the feature vectors remained static. We rovide a novel algorithm to simultaneously erform reresentation learning for the inut data and learning of the hierarchical redictor. Our aroach otimizes an objective function which favors balanced and easily-searable multi-way node artitions. We theoretically analyze this objective, showing that it gives rise to a boosting style roerty and a bound on classification error. We next show how to extend the algorithm to conditional density estimation. We emirically validate both variants of the algorithm on text classification and language modeling, resectively, and show that they comare favorably to common baselines in terms of accuracy and running time.
"
16,2017,meProp: Sparsified Back Propagation for Accelerated Deep Learning with Reduced Overfitting,Oral/Poster,"We roose a simle yet effective technique for neural network learning. The forward roagation is comuted as usual. In back roagation, only a small subset of the full gradient is comuted to udate the model arameters. The gradient vectors are sarsified in such a way that only the to-$k$ elements (in terms of magnitude) are ket. As a result, only $k$ rows or columns (deending on the layout) of the weight matrix are modified, leading to a linear reduction ($k$ divided by the vector dimension) in the comutational cost. Surrisingly, exerimental results demonstrate that we can udate only 1--4\% of the weights at each back roagation ass. This does not result in a larger number of training iterations. More interestingly, the accuracy of the resulting models is actually imroved rather than degraded, and a detailed analysis is given."
17,2017,Video Pixel Networks,Oral/Poster,"We  roose  a  robabilistic  video  model, the Video Pixel Network (VPN), that estimates the  discrete  joint  distribution  of  the  raw  ixel  values  in  a  video.   The  model  and  the  neural  architecture reflect the time, sace and color structure  of  video  tensors  and  encode  it  as  a   four-dimensional  deendency  chain.  The  VPN  aroaches  the  best  ossible  erformance  on  the Moving MNIST benchmark, a lea over the revious state of the art,  and the generated  videos show  only  minor  deviations from  the  ground truth. The  VPN  also  roduces  detailed  samles  on  the  action-conditional Robotic  Pushing benchmark  and  generalizes  to  the  motion of novel objects.
"
18,2017,Global optimization of Lipschitz functions,Oral/Poster,"The goal of the aer is to design sequential strategies which lead to efficient otimization of an unknown function under the only assumtion that it has a finite Lischitz constant. We first identify sufficient conditions for the consistency of generic sequential algorithms and formulate the exected minimax rate for their erformance. We introduce and analyze a first algorithm called LIPO which assumes the Lischitz constant to be known. Consistency, minimax rates for LIPO are roved, as well as fast rates under an additional H\""older like condition. An adative version of LIPO is also introduced for the more realistic setu where Lischitz constant is unknown and has to be estimated along with the otimization. Similar theoretical guarantees are shown to hold for the adative LIPO algorithm and a numerical assessment is rovided at the end of the aer to illustrate the otential of this strategy with resect to state-of-the-art methods over tyical benchmark roblems for global otimization.
"
19,2017,Fairness in Reinforcement Learning,Oral/Poster,"We initiate the study of fairness in reinforcement learning, where the actions of a learning algorithm may affect its environment and future rewards. Our fairness constraint requires that an algorithm never refers one action over another if the long-term (discounted) reward of choosing the latter action is higher. Our first result is negative: desite the fact that fairness is consistent with the otimal olicy, any learning algorithm satisfying fairness must take time exonential in the number of states
to achieve non-trivial aroximation to the otimal olicy.  We then rovide a rovably fair olynomial time algorithm under an aroximate notion of fairness, thus establishing an exonential ga between exact and aroximate fairness.
"
20,2017,Evaluating Bayesian Models with Posterior Dispersion Indices,Oral/Poster,"Probabilistic modeling is cyclical: we secify a model, infer its osterior, and evaluate its erformance. Evaluation drives the cycle, as we revise our model based on how it erforms. This requires a metric. Traditionally, redictive accuracy revails. Yet, redictive accuracy does not tell the whole story. We roose to evaluate a model through osterior disersion. The idea is to analyze how each dataoint fares in relation to osterior uncertainty around the hidden structure. This highlights dataoints the model struggles to exlain and rovides comlimentary insight to dataoints with low redictive accuracy. We resent a family of osterior disersion indices (PDI) that cature this idea. We show how a PDI identifies atterns of model mismatch in three real data examles: voting references, suermarket shoing, and oulation genetics.
"
21,2017,Model-Independent Online Learning for Influence Maximization,Oral/Poster,"We consider \emh{influence maximization} (IM) in social networks, which is the roblem of maximizing the number of users that become aware of a roduct by selecting a set of ``seed'' users to exose the roduct to. While rior work assumes a known model of information diffusion, we roose a novel arametrization that not only makes our framework agnostic to the underlying diffusion model, but also statistically efficient to learn from data. We give a corresonding monotone, submodular surrogate function, and show that it is a good aroximation to the original IM objective. We also consider the case of a new marketer looking to exloit an existing social network, while simultaneously learning the factors governing information roagation. For this, we roose a airwise-influence semi-bandit feedback model and develo a LinUCB-based bandit algorithm. Our model-indeendent analysis shows that our regret bound has a better (as comared to revious work) deendence on the size of the network. Exerimental evaluation suggests that our framework is robust to the underlying diffusion model and can efficiently learn a near-otimal solution.
"
22,2017,Latent Feature Lasso,Oral/Poster,"The latent feature model (LFM), roosed in \cite{griffiths2005infinite}, but ossibly with earlier origins, is a generalization of a mixture model, where each instance is generated not from a single latent class but from a combination of \emh{latent features}. Thus, each instance has an associated  latent binary feature incidence vector indicating the resence or absence of a feature. Due to its combinatorial nature, inference of LFMs is considerably intractable, and accordingly, most of the attention has focused on nonarametric LFMs, with riors such as the Indian Buffet Process (IBP) on infinite binary matrices. Recent efforts to tackle this comlexity either still have comutational comlexity that is exonential, or samle comlexity that is high-order olynomial w.r.t. the number of latent features. In this aer, we address this outstanding roblem of tractable estimation of LFMs via a novel atomic-norm regularization, which gives an algorithm with olynomial run-time and samle comlexity without imractical assumtions on the data distribution.
"
23,2017,Resource-efficient Machine Learning in 2 KB RAM for the Internet of Things,Oral/Poster,"This aer develos a novel tree-based algorithm, called Bonsai, for efficient rediction on IoT devices – such as those based on the Arduino Uno board having an 8 bit ATmega328P microcontroller oerating at 16 MHz with no native floating oint suort, 2 KB RAM and 32 KB read-only flash. Bonsai maintains rediction accuracy while minimizing model size and rediction costs by: (a) develoing a tree model which learns a single, shallow, sarse tree with owerful nodes; (b) sarsely rojecting all data into a low-dimensional sace in which the tree is learnt; and (c) jointly learning all tree and rojection arameters. Exerimental results on multile benchmark datasets demonstrate that Bonsai can make redictions in milliseconds even on slow microcontrollers, can fit in KB of memory, has lower battery consumtion than all other algorithms while achieving rediction accuracies that can be as much as 30% higher than state-of-the-art methods for resource-efficient machine learning. Bonsai is also shown to generalize to other resource constrained settings beyond IoT by generating significantly better search results as comared to Bing’s L3 ranker when the model size is restricted to 300 bytes. Bonsai’s code can be downloaded from (htt:www.manikvarma.orgcodeBonsaidownload.html).
"
24,2017,Learning Important Features Through Propagating Activation Differences,Oral/Poster,"The urorted ""black box"" nature of neural networks is a barrier to adotion in alications where interretability is essential. Here we resent DeeLIFT (Dee Learning Imortant FeaTures), a method for decomosing the outut rediction of a neural network on a secific inut by backroagating the contributions of all neurons in the network to every feature of the inut. DeeLIFT comares the activation of each neuron to its `reference activation' and assigns contribution scores according to the difference. By otionally giving searate consideration to ositive and negative contributions, DeeLIFT can also reveal deendencies which are missed by other aroaches. Scores can be comuted efficiently in a single backward ass. We aly DeeLIFT to models trained on MNIST and simulated genomic data, and show significant advantages over gradient-based methods. Video tutorial: \url{htt:goo.glqKb7L}, code: \url{htt:goo.glRM8jvH}.
"
25,2017,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,Oral/Poster,"Variational Autoencoders (VAEs) are exressive latent variable models that can be used to learn comlex robability distributions from training data. However, the quality of the resulting model crucially relies on the exressiveness of the inference model. We introduce Adversarial Variational Bayes (AVB), a technique for training Variational Autoencoders  with arbitrarily exressive inference models. We achieve this by introducing an auxiliary discriminative network that allows to rehrase the maximum-likelihood-roblem as a two-layer game, hence establishing a rinciled connection between VAEs and Generative Adversarial Networks (GANs). We show that in the nonarametric limit our method yields an exact maximum-likelihood assignment for the arameters of the generative model, as well as the exact osterior distribution over the latent variables given an observation. Contrary to cometing aroaches which combine VAEs with GANs, our aroach has a clear theoretical justification, retains most advantages of standard Variational Autoencoders and is easy to imlement.
"
26,2017,Strong NP-Hardness for Sparse Optimization with Concave Penalty Functions,Oral/Poster,"Consider the regularized sarse minimization roblem, which involves emirical sums of loss functions for $n$ data oints (each of dimension $d$) and a nonconvex sarsity enalty. We rove that finding an $\mathcal{O}(n^{c_1}d^{c_2})$-otimal solution to the regularized sarse otimization roblem is strongly NP-hard for any $c_1, c_2\in [0,1)$ such that $c_1+c_2$ less than 1. We also rove strong NP-hardness results for the sarsity-constrained otimizaiotn roblem. These results aly to a broad class of loss functions and sarse enalty functions. They suggest that one cannot even aroximately solve the sarse otimization roblem in olynomial time, unless P $=$ NP."
27,2017,Boosted Fitted Q-Iteration,Oral/Poster,"This aer is about the study of B-FQI, an Aroximated Value Iteration (AVI) algorithm that exloits a boosting rocedure to estimate the action-value function in reinforcement learning roblems. B-FQI is an iterative off-line algorithm that, given a dataset of transitions, builds an aroximation of the otimal action-value function by summing the aroximations of the Bellman residuals across all iterations. The advantage of such aroach w.r.t. to other AVI methods is twofold: (1) while keeing the same function sace at each iteration, B-FQI can reresent more comlex functions by considering an
additive model; (2) since the Bellman residual decreases as the otimal value function is aroached, regression roblems become easier as iterations roceed. We study B-FQI both theoretically, roviding also a finite-samle error uer bound for it, and emirically, by comaring its erformance to the one of FQI in different domains and using different regression techniques.
"
28,2017,Automatic Discovery of the Statistical Types of Variables in a Dataset,Oral/Poster,"A common ractice in statistics and machine learning is to assume that the statistical data tyes (e.g., ordinal, categorical or real-valued) of variables, and usually also the likelihood model, is known. However, as the availability of real-world data increases, this assumtion becomes too restrictive. Data are often heterogeneous, comlex, and imroerly or incomletely documented. Surrisingly, desite their ractical imortance, there is still a lack of tools to automatically discover the statistical tyes of, as well as aroriate likelihood (noise) models for, the variables in a dataset. In this aer, we fill this ga by roosing a Bayesian method, which accurately discovers the statistical data tyes in both synthetic and real data.
"
29,2017,Online Learning to Rank in Stochastic Click Models,Oral/Poster,"Online learning to rank is a core roblem in information retrieval and machine learning. Many rovably efficient algorithms have been recently roosed for this roblem in secific click models. The click model is a model of how the user interacts with a list of documents. Though these results are significant, their imact on ractice is limited, because all roosed algorithms are designed for secific click models and lack convergence guarantees in other models. In this work, we roose BatchRank, the first online learning to rank algorithm for a broad class of click models. The class encomasses two most fundamental click models, the cascade and osition-based models. We derive a ga-deendent uer bound on the T-ste regret of BatchRank and evaluate it on a range of web search queries. We observe that BatchRank outerforms ranked bandits and is more robust than CascadeKL-UCB, an existing algorithm for the cascade model.
"
30,2017,Online Partial Least Square Optimization: Dropping Convexity for Better Efficiency and Scalability,Oral/Poster,"Multiview reresentation learning is oular for latent factor analysis. Many existing aroaches formulate the multiview reresentation learning as convex otimization roblems, where global otima can be obtained by certain algorithms in olynomial time. However, many evidences have corroborated that heuristic nonconvex aroaches also have good emirical comutational erformance and convergence to the global otima, although there is a lack of theoretical justification. Such a ga between theory and ractice motivates us to study a nonconvex formulation for multiview reresentation learning, which can be efficiently solved by a simle stochastic gradient descent method. By analyzing the dynamics of the algorithm based on diffusion rocesses, we establish a global rate of convergence to the global otima. Numerical exeriments are rovided to suort our theory.
"
31,2017,Multi-Class Optimal Margin Distribution Machine,Oral/Poster,"Recent studies disclose that maximizing the minimum margin like suort vector machines does not necessarily lead to better generalization erformances, and instead, it is crucial to otimize the margin distribution. Although it has been shown that for binary classification, characterizing the margin distribution by the first- and second-order statistics can achieve suerior erformance. It still remains oen for multi-class classification, and due to the comlexity of margin for multi-class classification, otimizing its distribution by mean and variance can also be difficult. In this aer, we roose mcODM (multi-class Otimal margin Distribution Machine), which can solve this roblem efficiently. We also give a theoretical analysis for our method, which verifies the significance of margin distribution for multi-class classification. Emirical study further shows that mcODM always outerforms all four versions of multi-class SVMs on all exerimental data sets.
"
32,2017,Evaluating the Variance of Likelihood-Ratio Gradient Estimators,Oral/Poster,"The likelihood-ratio method is often used to estimate gradients of stochastic comutations, for which baselines are required to reduce the estimation variance. Many tyes of baselines have been roosed, although their degree of otimality is not well understood. In this study, we establish a novel framework of gradient estimation that includes most of the common gradient estimators as secial cases. The framework gives a natural derivation of the otimal estimator that can be interreted as a secial case of the likelihood-ratio method so that we can evaluate the otimal degree of ractical techniques with it. It bridges the likelihood-ratio method and the rearameterization trick while still suorting discrete variables. It is derived from the exchange roerty of the differentiation and integration. To be more secific, it is derived by the rearameterization trick and local marginalization analogous to the local exectation gradient. We evaluate various baselines and the otimal estimator for variational learning and show that the erformance of the modern estimators is close to the otimal estimator.
"
33,2017,Learning Texture Manifolds with the Periodic Spatial GAN,Oral/Poster,"This aer introduces a novel aroach to texture synthesis based on generative adversarial networks (GAN) (Goodfellow et al., 2014), and call this technique Periodic Satial GAN (PSGAN). The PSGAN has several novel abilities  which surass the current state of the art in texture synthesis. First, we can learn multile textures, eriodic or non-eriodic, from datasets of one or more comlex large images. Second, we show that the image generation with PSGANs has roerties of a texture manifold: we can smoothly interolate between samles in the structured noise sace and generate novel samles, which lie ercetually between the textures of the original dataset. We make multile exeriments which show that PSGANs can flexibly handle diverse texture and image data sources, and the method is highly scalable and can generate outut images of arbitrary large size.
"
34,2017,Stochastic Convex Optimization: Faster Local Growth Implies Faster Global Convergence,Oral/Poster,"In this aer, a new theory is develoed for first-order stochastic convex otimization, showing that the global convergence rate is sufficiently  quantified by a local growth rate of the objective function in a neighborhood of the otimal solutions. In articular, if the objective function $F(\w)$ in the $\esilon$-sublevel set grows as fast as $\|\w - \w_*\|_2^{1\theta}$, where $\w_*$ reresents the closest otimal solution to $\w$ and $\theta\in(0,1]$ quantifies the local growth rate,  the iteration comlexity of first-order stochastic otimization for achieving  an $\esilon$-otimal solution can be $\widetilde O(1\esilon^{2(1-\theta)})$, which is {\it otimal at most} u to a logarithmic factor. This result is fundamentally better in contrast with the revious works that either assume a global growth condition in the entire domain or achieve a local faster convergence under the local faster growth condition. To achieve the faster global convergence, we develo two different {\bf accelerated stochastic subgradient} methods by iteratively solving the original roblem aroximately in a local region around a historical solution with the size of the local region gradually decreasing as the solution aroaches the otimal set. Besides the theoretical imrovements, this work also include new contributions towards making the roosed algorithms ractical: (i) we resent ractical variants of accelerated stochastic subgradient methods that can run without the knowledge of  multilicative growth constant and even the growth rate $\theta$; (ii) we consider a broad family of roblems in machine learning to demonstrate that the roosed algorithms enjoy faster convergence than traditional stochastic subgradient method.   For examle, when alied to the $\ell_1$ regularized emirical olyhedral loss minimization (e.g., hinge loss, absolute loss), the roosed stochastic methods have a logarithmic iteration comlexity. "
35,2017,Why is Posterior Sampling Better than Optimism for Reinforcement Learning?,Oral/Poster,"Comutational results demonstrate that osterior samling for reinforcement learning (PSRL) dramatically outerforms existing algorithms driven by otimism, such as UCRL2. We rovide insight into the extent of this erformance boost and the henomenon that drives it. We leverage this insight to establish an $\tilde{O}(H\sqrt{SAT})$ Bayesian regret bound for PSRL in finite-horizon eisodic Markov decision rocesses. This imroves uon the best revious Bayesian regret bound of $\tilde{O}(H S \sqrt{AT})$ for any reinforcement learning algorithm. Our theoretical results are suorted by extensive emirical evaluation."
36,2017,Bayesian Models of Data Streams with Hierarchical Power Priors,Oral/Poster,"Making inferences from data streams is a ervasive roblem in many modern data analysis alications. But it requires to address the roblem of continuous model udating, and adat to changes or drifts in the underlying data generating distribution. In this aer, we aroach these roblems from a Bayesian ersective covering general conjugate exonential models. Our roosal makes use of non-conjugate hierarchical riors to exlicitly model temoral changes of the model arameters. We also derive a novel variational inference scheme which overcomes the use of non-conjugate riors while maintaining the comutational efficiency of variational methods over conjugate models. The aroach is validated on three real data sets over three latent variable models. 
"
37,2017,The Sample Complexity of Online One-Class Collaborative Filtering,Oral/Poster,"We consider the online one-class collaborative filtering (CF) roblem that consist of recommending items to users over time in an online fashion based on ositive ratings only. 
This roblem arises when users resond only occasionally to a recommendation with a ositive rating, and never with a negative one. 
We study the imact of the robability of a user resonding to a recommendation, 
emf, on the samle comlexity, and ask whether receiving ositive and negative ratings, instead of ositive ratings only, imroves the samle comlexity. 
Both questions arise in the design of recommender systems. 
We introduce a simle robabilistic user model, and analyze the erformance of an online user-based CF algorithm. 
We rove that after an initial cold start hase, 
where recommendations are invested in exloring the user's references, 
this algorithm makes---u to a fraction of the recommendations required for udating the user's references---erfect recommendations. 
The number of ratings required for the cold start hase 
is nearly roortional to 1emf, 
and that for 
udating the user's references is essentially indeendent of emf. As a consequence we find that, 
receiving ositive and negative ratings instead of only ositive ones imroves the number of ratings required for initial exloration 
by a factor of 1emf, which can be significant. 
"
