,Year,Title,Decision,Abstract
10,2019,"Ithemal: Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Networks",Oral,"Predicting the number of rocessor clock cycles it takes to execute a block of assembly instructions in steady state (the throughut) is imortant for both comiler designers and erformance engineers.
  Building an analytical model to do so is esecially comlicated in modern x86-64 Comlex Instruction Set Comuter (CISC) machines with sohisticated rocessor microarchitectures
  in that it is tedious, error rone, and must be erformed from scratch for each rocessor generation.

In this aer, we resent Ithemal, the first tool which learns to redict the throughut of a set of instructions.
  Ithemal uses a hierarchical LSTM--based aroach to redict throughut based on the ocodes and oerands of instructions in a basic block.
  We show that Ithemal is more accurate than state-of-the-art hand-written tools currently used in comiler backends and static machine code analyzers.
  In articular, our model has less than half the error of state-of-the-art analytic models (LLVM's llvm-mca and Intel's IACA).
  Ithemal is also able to redict these throughut values at a faster rate than the aforementioned tools, and is easily orted across a variety rocess microarchitectures with minimal develoer effort.
"
11,2019,Feature Grouping as a Stochastic Regularizer for High-Dimensional Structured Data,Oral,"In many alications where collecting data is exensive, for examle neuroscience or medical imaging, the samle size is tyically small comared to the feature dimension. It is challenging in this setting to train exressive, non-linear models without overfitting. These datasets call for intelligent regularization that exloits known structure, such as correlations between the features arising from the measurement device. However, existing structured regularizers need secially crafted solvers, which  are difficult to aly to comlex models. We roose a new regularizer secifically designed to leverage structure in the data in a way that can be alied efficiently to comlex models. Our aroach relies on feature grouing, using a fast clustering algorithm inside a stochastic gradient descent loo: given a family of feature grouings that cature feature covariations, we randomly select these grous at each iteration. We show that this aroach amounts to enforcing a denoising regularizer on the solution. The method is easy to imlement in many model architectures, such as fully connected neural networks, and has a linear comutational cost. We aly this regularizer to a real-world fMRI dataset and the Olivetti Faces datasets. Exeriments on both datasets demonstrate that the roosed aroach roduces models that generalize better than those trained with conventional regularizers, and also imroves convergence seed.
"
12,2019,Game Theoretic Optimization via Gradient-based Nikaido-Isoda Function,Oral,"Comuting the Nash equilibrium (NE) of multi-layer games has witnessed br 
renewed interest due to the recent advances in generative adversarial 
networks. For non-convex otimization formulations involving such games, a 
technique to analyze the quality of a solution is to resort to merit 
functions, among which the Nikaido-Isoda (NI) function is a suitable 
choice -- this function is ositive and goes to zero only when each layer 
is at their otima. However, comuting equilibrium conditions efficiently is 
challenging. To this end, we introduce the Gradient-based 
Nikaido-Isoda (GNI) function which serves: (i) as a merit function, br 
vanishing only at the first order stationary oints of each layer's 
otimization roblem, and (ii) rovides error bounds to a 
first-order NE. Secifically, for bilinear min-max games and multi-layer 
quadratic games, a reformulation using the GNI function results in convex 
otimization objectives -- the alication of gradient descent on such 
reformulations yield linear convergence to an NE. For the general case, we 
rovide conditions under which the gradient descent rovides 
sub-linear convergence. We show exeriments on different multi-layer 
game settings, demonstrating the effectiveness of our scheme against 
other oular game-theoretic otimization methods.
"
13,2019,Manifold Mixup: Better Representations by Interpolating Hidden States,Oral,"Dee neural networks excel at learning the training data, but often rovide incorrect and confident redictions when evaluated on slightly different test examles.  This includes distribution shifts, outliers, and adversarial examles.  To address these issues, we roose \manifoldmixu{}, a simle regularizer that encourages neural networks to redict less confidently on interolations of hidden reresentations.  \manifoldmixu{} leverages semantic interolations as additional training signal, obtaining neural networks with smoother decision boundaries at multile levels of reresentation.  As a result, neural networks trained with \manifoldmixu{} learn flatter class-reresentations, that is, with fewer directions of variance.  We rove theory on why this flattening haens under ideal conditions, validate it emirically on ractical situations, and connect it to the revious works on information theory and generalization.  In site of incurring no significant comutation and being imlemented in a few lines of code, \manifoldmixu{} imroves strong baselines in suervised learning, robustness to single-ste adversarial attacks, and test log-likelihood.
"
14,2019,Calibrated Approximate Bayesian Inference,Oral,"We give a general urose comutational framework for estimating the bias in coverage resulting from making aroximations in Bayesian inference. Coverage is the robability credible sets cover true arameter values. We show how to estimate the actual coverage an aroximation scheme achieves when the ideal observation model and the rior can be simulated, but have been relaced, in the Monte Carlo, with aroximations as they are intractable.  Coverage estimation rocedures given in Lee et al. (2018) work well on simle roblems, but are biased, and do not scale well, as those authors note.   For examle, the methods of Lee et al. (2018) fail for calibration of an aroximate comletely collased MCMC algorithm for artition structure in a Dirichlet rocess for clustering grou labels in a hierarchical model. By exloiting the symmetry of the coverage error under ermutation of low level grou labels and smoothing with Bayesian Additive Regression Trees, we are able to show that the original aroximate inference had oor coverage and should not be trusted. 
"
15,2019,Improved Zeroth-Order Variance Reduced Algorithms and Analysis for Nonconvex Optimization,Oral,"Two tyes of zeroth-order stochastic algorithms have recently been designed for nonconvex otimization resectively based on the first-order techniques SVRG and SARAHSPIDER. This aer addresses several imortant issues that are still oen in these methods. First, all existing SVRG-tye zeroth-order algorithms suffer from worse function query comlexities than either zeroth-order gradient descent (ZO-GD) or stochastic gradient descent (ZO-SGD). In this aer, we roose a new algorithm ZO-SVRG-Coord-Rand and develo a new analysis for an existing ZO-SVRG-Coord algorithm roosed in Liu et al. 2018b, and show that both ZO-SVRG-Coord-Rand and ZO-SVRG-Coord (under our new analysis) outerform other exiting SVRG-tye zeroth-order methods as well as ZO-GD and ZO-SGD. Second, the existing SPIDER-tye algorithm SPIDER-SZO (Fang et al., 2018) has suerior theoretical erformance, but suffers from the generation of a large number of Gaussian random variables as well as a $\sqrt{\esilon}$-level stesize in ractice. In this aer, we develo a new algorithm ZO-SPIDER-Coord, which is free from Gaussian variable generation and allows a large constant stesize while maintaining the same convergence rate and query comlexity, and we further show that ZO-SPIDER-Coord automatically achieves a linear convergence rate as the iterate enters into a local PL region without restart and algorithmic modification."
16,2019,Making Deep Q-learning methods robust to time discretization,Oral,"Desite remarkable successes, Dee Reinforce-
ment Learning (DRL) is not robust to hyeraram-
eterization, imlementation details, or small envi-
ronment changes (Henderson et al. 2017, Zhang
et al. 2018). Overcoming such sensitivity is key
to making DRL alicable to real world roblems.
In this aer, we identify sensitivity to time dis-
cretization in near continuous-time environments
as a critical factor; this covers, e.g., changing
the number of frames er second, or the action
frequency of the controller. Emirically, we find
that Q-learning-based aroaches such as Dee Q-
learning (Mnih et al., 2015) and Dee Determinis-
tic Policy Gradient (Lillicra et al., 2015) collase
with small time stes. Formally, we rove that
Q-learning does not exist in continuous time. We
detail a rinciled way to build an off-olicy RL
algorithm that yields similar erformances over
a wide range of time discretizations, and confirm
this robustness emirically.
"
17,2019,On Efficient Optimal Transport: An Analysis of Greedy and Accelerated Mirror Descent Algorithms,Oral,"We rovide theoretical analyses for two algorithms that solve the regularized otimal transort (OT) roblem between two discrete robability measures with at most $n$ atoms. We show that a greedy variant of the classical Sinkhorn algorithm, known as the \emh{Greenkhorn algorithm}, can be imroved to $\widetilde{\mathcal{O}}\left(\frac{n^2}{\varesilon^2}\right)$, imroving on the best known comlexity bound of $\widetilde{\mathcal{O}}\left(\frac{n^2}{\varesilon^3}\right)$. Notably, this matches the best known comlexity bound for the Sinkhorn algorithm and hels exlain why the Greenkhorn algorithm can outerform the Sinkhorn algorithm in ractice. Our roof technique, which is based on a rimal-dual formulation and a novel uer bound for the dual solution, also leads to a new class of algorithms that we refer to as \emh{adative rimal-dual accelerated mirror descent} (APDAMD) algorithms.  We rove that the comlexity of these algorithms is $\bigOtil\left(\frac{n^2\gamma^{12}}{\varesilon}\right)$, where $\gamma0$ refers to the inverse of the strong convexity module of Bregman divergence with resect to $\left\|\cdot\right\|_\infty$.  This imlies that the APDAMD algorithm is faster than the Sinkhorn and Greenkhorn algorithms in terms of $\varesilon$.  Exerimental results on synthetic and real datasets demonstrate the favorable erformance of the Greenkhorn and APDAMD algorithms in ractice."
18,2019,First-Order Adversarial Vulnerability of Neural Networks and Input Dimension,Oral,"Over the ast few years, neural networks have been roven vulnerable to adversarial images: targeted but imercetible image erturbations lead to drastically different redictions. We show that adversarial vulnerability increases with the gradients of the training objective when viewed as a function of the inuts. Surrisingly, vulnerability does not deend on network toology: for most current network architectures, we rove that at initialization, the L1-norm of these gradients grows as the square root of the inut dimension, leaving the networks increasingly vulnerable with growing image size. We emirically show that this dimension-deendence ersists after either usual or robust training, but gets attenuated with higher regularization.
"
19,2019,Faster Stochastic Alternating Direction Method of Multipliers for Nonconvex Optimization,Oral,"In this aer, we roose a faster stochastic alternating direction method of multiliers (ADMM) for nonconvex otimization by using a new stochastic ath-integrated differential estimator (SPIDER), called as SPIDER-ADMM. As a major contribution, we give a new theoretical analysis framework for nonconvex stochastic ADMM methods with roviding the otimal incremental first-order oracle (IFO) comlexity. Secifically, we rove that our SPIDER-ADMM  achieves a record-breaking IFO comlexity of $\mathcal{O}(n+n^{12}\esilon^{-1})$ for finding an $\esilon$-aroximate solution, which imroves the deterministic ADMM by a factor $\mathcal{O}(n^{12})$, where $n$ denotes the samle size.  Based on our new analysis framework, we also rove that the existing ADMM-based non-convex otimization algorithms, SVRG-ADMM and SAGA-ADMM, have the otimal IFO comlexity as $\mathcal{O}(n+n^{23}\esilon^{-1})$. Thus, SPIDER-ADMM imroves the existing stochastic ADMM methods by a factor of $\mathcal{O}(n^{16})$. Moreover, we extend SPIDER-ADMM to the online setting, and roose a faster online ADMM, \emh{i.e.}, online SPIDER-ADMM. Our theoretical analysis shows that the online SPIDER-ADMM has the IFO comlexity of $\mathcal{O}(\esilon^{-\frac{3}{2}})$ for finding an $\esilon$-aroximate solution, which imroves the existing best results by a factor of $\mathcal{O}(\esilon^{\frac{1}{2}})$. Finally, the exerimental results on benchmark datasets validate that the roosed algorithms have faster convergence rate than the existing ADMM algorithms for nonconvex otimization."
20,2019,Nonlinear Distributional Gradient Temporal-Difference Learning,Oral,"We devise a distributional  variant of gradient temoral-difference (TD) learning.   Distributional reinforcement learning has been demonstrated to outerform the regular one in the recent study \cite{bellemare2017distributional}. In the olicy evaluation setting, we  design two new algorithms called  distributional GTD2  and distributional TDC  using the Cram{\'e}r distance on the distributional version of the Bellman error objective function, which inherits  advantages of both the nonlinear gradient TD algorithms and the distributional RL aroach. In the control setting, we roose the distributional Greedy-GQ using  similar derivation. We rove the asymtotic almost-sure convergence of distributional GTD2 and TDC to a local otimal solution for   general smooth function aroximators, which includes neural networks that have been widely used in recent study to solve the real-life RL roblems. In each ste, the comutational comlexity of above three algorithms is linear w.r.t.\ the number of the arameters of the function aroximator, thus can be imlemented efficiently for neural networks.
"
21,2019,Stable-Predictive Optimistic Counterfactual Regret Minimization,Oral,"  The CFR framework has been a owerful tool for solving large-scale extensive-form games in ractice. However, the theoretical rate at which ast CFR-based algorithms converge to the Nash equilibrium is on the order of $O(T^{-12})$, where $T$ is the number of iterations. In contrast, first-order methods can be used to achieve a $O(T^{-1})$ deendence on iterations, yet these methods have been less successful in ractice. In this work we resent the first CFR variant that breaks the square-root deendence on iterations. By combining and extending recent advances on redictive and stable regret minimizers for the matrix-game setting we show that it is ossible to leverage ``otimistic'' regret minimizers to achieve a $O(T^{-34})$ convergence rate within the CFR framework."
22,2019,Learning to Groove with Inverse Sequence Transformations,Oral,"We exlore models for translating abstract musical ideas (scores, rhythms) into exressive erformances using seq2seq and recurrent variational information bottleneck (VIB) models. Though seq2seq models usually require ainstakingly aligned corora, we show that it is ossible to adat an aroach from the Generative Adversarial Network (GAN) literature (e.g. Pix2Pix, Vid2Vid) to sequences, creating large volumes of aired data by erforming simle transformations and training generative models to lausibly invert these transformations. Music, and drumming in articular, rovides a strong test case for this aroach because many common transformations (quantization, removing voices) have clear semantics, and learning to invert them has real-world alications.  Focusing on the case of drum set layers, we create and release a new dataset for this urose, containing over 13 hours of recordings by rofessional drummers aligned with fine-grained timing and dynamics information.  We also exlore some of the creative otential of these models, demonstrating imrovements on state-of-the-art methods for Humanization (instantiating a erformance from a musical score).
"
23,2019,On Certifying Non-Uniform Bounds against Adversarial Attacks,Oral,"This work studies the robustness certification roblem of neural network models,
which aims to find certified adversary-free regions as large as ossible around data oints.
In contrast to the existing aroaches that seek regions bounded uniformly along all inut features,
we consider non-uniform bounds and use it to study the decision boundary of neural network models.
We formulate our target as an otimization roblem with nonlinear constraints.
Then, a framework alicable for general feedforward neural networks is roosed to bound the outut logits
so that the relaxed roblem can be solved by the augmented Lagrangian method.
Our exeriments show the non-uniform bounds have larger volumes than uniform ones.
Comared with normal models, the robust models have even larger non-uniform bounds and better interretability.
Further, the geometric similarity of the non-uniform bounds gives a quantitative, data-agnostic metric of inut features' robustness.
"
24,2019,Passed & Spurious: Descent Algorithms and Local Minima in Spiked Matrix-Tensor Models,Oral,"In this work we analyse quantitatively the interlay between the loss landscae and erformance of descent algorithms in a rototyical inference roblem, the siked matrix-tensor model. We study a loss function that is the negative log-likelihood of the model. We analyse the number of local minima at a fixed distance from the signalsike with the Kac-Rice formula, and locate trivialization of the landscae at large signal-to-noise ratios. We evaluate analytically the erformance of a gradient flow algorithm using integro-differential PDEs as develoed in hysics of disordered systems for the Langevin dynamics.
We analyze the erformance of an aroximate message assing algorithm estimating the maximum likelihood configuration via its state evolution. We conclude by comaring the above results: while we observe a
drastic slow down of the gradient flow dynamics even in the region
where the landscae is trivial, both the analyzed algorithms are shown
to erform well even in the art of the region of arameters where
surious local minima are resent. 
"
25,2019,Metric-Optimized Example Weights,Oral,"Real-world machine learning alications often have comlex test metrics, and may have training and test data that are not identically distributed. Motivated by known connections between comlex test metrics and cost-weighted learning, we roose addressing these issues by using a weighted loss function with a standard loss, where the weights on the training examles are learned to otimize the test metric on a validation set. These metric-otimized examle weights can be learned for any test metric, including black box and customized ones for secific alications. We illustrate the erformance of the roosed method on diverse ublic benchmark datasets and real-world alications. We also rovide a generalization bound for the method.
"
26,2019,Moment-Based Variational Inference for Markov Jump Processes,Oral,"We roose moment-based variational inference as a flexible framework for aroximate smoothing of latent Markov jum rocesses. The main ingredient of our aroach is to artition the set of all transitions of the latent rocess into classes. This allows to exress the Kullback-Leibler divergence from the aroximate to the osterior rocess in terms of a set of moment functions that arise naturally from the chosen artition. To illustrate ossible choices of the artition, we consider secial classes of jum rocesses that frequently occur in alications. We then extend the results to latent arameter inference and demonstrate the method on several examles. 
"
27,2019,Processing Megapixel Images with Deep Attention-Sampling Models,Oral,"Existing dee architectures cannot oerate on very large signals such
as megaixel images due to comutational and memory constraints. To
tackle this limitation, we roose a fully differentiable end-to-end
trainable model that samles and rocesses only a fraction of the full
resolution inut image.

The locations to rocess are samled from an attention distribution
comuted from a low resolution view of the inut. We refer to our
method as attention samling and it can rocess images of
several megaixels with a standard single GPU setu.

We show that samling from the attention distribution results in an
unbiased estimator of the full model with minimal variance, and we
derive an unbiased estimator of the gradient that we use to train our
model end-to-end with a normal SGD rocedure.

This new method is evaluated on three classification tasks, where we
show that it allows to reduce comutation and memory footrint by
an order of magnitude for the same accuracy as classical
architectures. We also show the consistency of the samling that
indeed focuses on informative arts of the inut images.
"
28,2019,Lower Bounds for Smooth Nonconvex Finite-Sum Optimization,Oral,"Smooth finite-sum otimization has been widely studied in both convex and nonconvex settings. However, existing lower bounds for finite-sum otimization are mostly limited to the setting where each comonent function is (strongly) convex, while the lower bounds for nonconvex finite-sum otimization remain largely unsolved. In this aer, we study the lower bounds for smooth nonconvex finite-sum otimization, where the objective function is the average of $n$ nonconvex comonent functions. We rove tight lower bounds for the comlexity of finding $\esilon$-subotimal oint and $\esilon$-aroximate stationary oint in different settings, for a wide regime of the smallest eigenvalue of the Hessian of the objective function (or each comonent function). Given our lower bounds, we can show that existing algorithms including {KatyushaX} \cite{allen2018katyushax}, {Natasha} \cite{allen2017natasha} and {StagewiseKatyusha} \cite{yang2018does} have achieved otimal {Incremental First-order Oracle} (IFO) comlexity (i.e., number of IFO calls) u to logarithm factors for nonconvex finite-sum otimization. We also oint out otential ways to further imrove these comlexity results, in terms of making stronger assumtions or by a different convergence analysis."
29,2019,Composing Entropic Policies using Divergence Correction,Oral,"Dee reinforcement learning algorithms have achieved remarkable successes, but often require vast amounts of exerience to solve a task. Comosing skills mastered in one task in order to efficiently solve novel challenges romises dramatic imrovements in data efficiency. Here, we build on two recent works comosing behaviors reresented in the form of action-value functions. We analyze rior methods and show that they erform oorly in some situations. As art of this analysis, we extend an imortant generalization of olicy imrovement to the maximum entroy framework and introduce an algorithm for the ractical imlementation of successor features in continuous action saces. Then we roose a novel aroach which addresses the failure cases of rior work and, in rincile, recovers the otimal olicy during transfer. This method works by exlicitly learning the (discounted, future) divergence between base olicies. We study this aroach in the  tabular case and on non-trivial continuous control roblems with comositional structure and show that it outerforms or matches existing methods across all tasks considered.
"
30,2019,Improving Model Selection by Employing the Test Data,Oral,"Model selection and evaluation are usually strictly searated by means of data slitting to enable an unbiased estimation and a simle statistical inference for the unknown generalization erformance of the final rediction model. We investigate the roerties of novel evaluation strategies, namely when the final model is selected based on emirical erformances on the test data. To guard against selection induced overotimism, we emloy a arametric multile test correction based on the aroximate multivariate distribution of erformance estimates. Our numerical exeriments involve training common machine learning algorithms (EN, CART, SVM, XGB) on various artificial classification tasks. At its core, our roosed aroach imroves model selection in terms of the exected final model erformance without introducing overotimism. We furthermore observed a higher robability for a successful evaluation study, making it easier in ractice to emirically demonstrate a sufficiently high redictive erformance.
"
31,2019,Understanding MCMC Dynamics as Flows on the Wasserstein Space,Oral,"It is known that the Langevin dynamics used in MCMC is the gradient flow of the KL divergence on the Wasserstein sace, which hels convergence analysis and insires recent article-based variational inference methods (ParVIs). But no more MCMC dynamics is understood in this way. In this work, by develoing novel concets, we roose a theoretical framework that recognizes a general MCMC dynamics as the fiber-gradient Hamiltonian flow on the Wasserstein sace of a fiber-Riemannian Poisson manifold. The ``conservation + convergence'' structure of the flow gives a clear icture on the behavior of general MCMC dynamics. We analyse existing MCMC instances under the framework. The framework also enables ParVI simulation of MCMC dynamics, which enriches the ParVI family with more efficient dynamics, and also adats ParVI advantages to MCMCs. We develo two ParVI methods for a articular MCMC dynamics and demonstrate the benefits in exeriments.
"
32,2019,TapNet: Neural Network Augmented with Task-Adaptive Projection for Few-Shot Learning,Oral,"Handling reviously unseen tasks after given only a few training examles continues to be a tough challenge in machine learning. We roose TaNets, a neural network augmented with task-adative rojection for imroved few-shot learning. Here, emloying a meta-learning strategy with eisode-based training, a network and a set of er-class reference vectors are learned slowly over widely varying tasks. At the same time, for every eisode, features in the embedding sace are linearly rojected into a new sace as a form of quick task-secific conditioning. Training loss is obtained based on a distance metric between the query and the reference vectors in the rojection sace. Excellent generalization results in this way. When tested on the Omniglot, miniImageNet and tieredImageNet datasets, we obtain state of the art classification accuracies under different few-shot scenarios.
"
33,2019,Teaching a black-box learner,Oral,"One widely-studied model of {\it teaching} calls for a teacher to rovide the minimal set of labeled examles that uniquely secifies a target concet. The assumtion is that the teacher knows the learner's hyothesis class, which is often not true of real-life teaching scenarios. We consider the roblem of teaching a learner whose reresentation and hyothesis class are unknown---that is, the learner is a black box. We show that a teacher who does not interact with the learner can do no better than roviding random examles. We then rove, however, that with interaction, a teacher can efficiently find a set of teaching examles that is a rovably good aroximation to the otimal set. As an illustration, we show how this scheme can be used to {\it shrink} training sets for any family of classifiers: that is, to find an aroximately-minimal subset of training instances that yields the same classifier as the entire set.
"
34,2019,When Samples Are Strategically Selected,Oral,"In standard classification roblems, the assumtion is that the entity making the decision (the {\em rincial}) has access to {\em all} the samles.  However, in many contexts, she either does not have direct access to the samles, or can insect only a limited set of samles and does not know which are the most relevant ones.  In such cases, she must rely on another arty (the {\em agent}) to either rovide the samles or oint out the most relevant ones.  If the agent has a different objective, then the rincial cannot trust the submitted samles to be reresentative.  She must set a {\em olicy} for how she makes decisions, keeing in mind the agent's incentives.  In this aer, we introduce a theoretical framework for this roblem and rovide key structural and comutational results.
"
35,2019,Improving Adversarial Robustness via Promoting Ensemble Diversity,Oral,"Though dee neural networks have achieved significant rogress on various tasks, often enhanced by model ensemble, existing high-erformance models can be vulnerable to adversarial attacks. Many efforts have been devoted to enhancing the robustness of individual networks and then constructing a straightforward ensemble, e.g., by directly averaging the oututs, which ignores the interaction among networks. This aer resents a new method that exlores the interaction among individual networks to imrove robustness for ensemble models. Technically, we define a new notion of ensemble diversity in the adversarial setting as the diversity among non-maximal redictions of individual members, and resent an adative diversity romoting (ADP) regularizer to encourage the diversity, which leads to globally better robustness for the ensemble by making adversarial examles difficult to transfer among individual members. Our method is comutationally efficient and comatible with the defense methods acting on individual networks. Emirical results on various datasets verify that our method can imrove adversarial robustness while maintaining state-of-the-art accuracy on normal examles.
"
